,Question,Answer,Label,rouge_score
0,"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Chiếu cầu hiền ra đời trong [MASKED]
### Lựa chọn:
A: Khi triều đại Lê – Trịnh sụp đổ 
B: Khi Trịnh Sâm lên ngôi vua
C: Nguyễn Huệ lên ngôi vua 
D: Khi triều đại Tây Sơn sụp đổ"," **A: Khi triều đại Lê – Trịnh sụp đổ** 

**Giải thích:**

* Chiếu cầu hiền là một trong những sáng kiến quan trọng của triều đại Lê - Trịnh. 
* Câu hỏi hỏi về thời điểm chiêu cầu hiền ra đời, nên đáp án A là phù hợp nhất. 


 
",hoàn cảnh đất nước như thế nào?,0.0
1,"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Đáp án không thể hiện đúng [MASKED]
### Lựa chọn:
A: Kẻ sĩ mai danh ẩn tích uổng phí tài năng 
B: Người ra làm quan thì giữ mình không dám nói thẳng
C: Nhiều người có tài năng còn chưa chịu ra giúp nước 
D: Nhiều người ngưỡng mộ tài năng của vua Quang Trung đã ra tiến cử"," **C**

**Giải thích:**

Câu hỏi đề cập đến một ý nghĩa chung về sự lãng phí tài năng. Câu trả lời A, B, D đều có ý nghĩa tương đối, nhưng C là câu trả lời phù hợp nhất với ý nghĩa chung của câu hỏi. 

* **A:**  ""Kẻ sĩ mai danh ẩn tích uổng phí tài năng"" là một câu nói về sự lãng phí tài năng.
* **B:** ""Người ra làm",thái độ của sĩ phu Bắc Hà:,0.05000000074505806
2,"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Nội dung của đoạn trích “Một thời đại [MASKED]
### Lựa chọn:
A: Các tác phẩm thuộc phong trào Thơ mới. 
B: Tinh thần Thơ mới
C: Chủ nghĩa hiện thực Việt Nam. 
D: Quan điểm nghệ thuật vị nhân sinh"," **B: Tinh thần Thơ mới**"" 

**Giải thích:**

* **Câu hỏi:**  Đoạn trích đề cập đến nội dung chính của đoạn trích. 
* **Lựa chọn A, C, D:**  Những lựa chọn này không chính xác vì chúng không thể là nội dung chính của đoạn trích. 

**Cụ thể:**

* **A: Các tác phẩm thuộc phong trào Thơ mới:**  Đây",trong thi ca” bàn đến vấn đề gì?,0.02985074557363987
3,"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Hồn thơ “hùng tráng”, Hoài Thanh dùng chỉ nhà thơ [MASKED]
### Lựa chọn:
A: Lưu Trọng Lư 
B: Nguyễn Bính
C: Huy Thông 
D: Nguyễn Nhược Pháp"," **C: Huy Thông** 

**Giải thích:**

Huy Thông là nhà thơ nổi tiếng với phong cách thơ hùng tráng, mạnh mẽ, thể hiện sự kiêu hãnh, tự cường.  
",nào trong bài viết “Một thời đại trong thi ca”?,0.0
4,"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Hồn thơ “kì dị"", Hoài Thanh dùng chỉ nhà thơ [MASKED]
### Lựa chọn:
A: Xuân Diệu 
B: Huy Cận
C: Chế Lan Viên 
D: Hàn Mặc Tử"," **B: Huy Cận** 

**Giải thích:**

* Huy Cận là nhà thơ nổi tiếng với phong cách thơ ""kì dị"", thể hiện sự tinh tế, lãng mạn, đầy bi kịch. 

Cả các nhà thơ khác đều không phù hợp với tiêu chí ""kì dị"" của Hoài Thanh. 
",nào trong bài viết “Một thời đại trong thi ca”,0.0
5,"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Đoạn trích “Tôi có một ước [MASKED]
### Lựa chọn:
A: Nghị luận 
B: Tự sự
C: Biểu cảm 
D: Chính luận"," **[A]**"" 

**Câu trả lời chính xác là A: Nghị luận**

**Giải thích:**

* **Nghị luận:**  Nghị luận là một loại văn bản sử dụng để đưa ra ý kiến, suy luận, phân tích, đánh giá, hoặc đưa ra lời khuyên. 
* **Tự sự:** Tự sự là một loại văn bản kể về một sự kiện trong quá khứ của người viết.
* **Biểu",mơ” được viết theo phương thức nào?,0.028985507786273956
6,"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Hồn thơ “quê mùa”, Hoài Thanh dùng chỉ nhà thơ [MASKED]
### Lựa chọn:
A: Nguyễn Nhược Pháp 
B: Nguyễn Bính
C: Lưu Trọng Lư 
D: Tố Hữu"," **C: Lưu Trọng Lư** 

**Lưu Trọng Lư** là nhà thơ nổi tiếng với những bài thơ mang đậm chất quê hương, phản ánh tâm hồn người dân quê hương. 
",nào trong bài viết “Một thời đại trong thi ca”,0.0476190485060215
7,"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Hồn thơ “trong sáng”, Hoài Thanh dùng chỉ nhà thơ [MASKED]
### Lựa chọn:
A: Thế Lữ 
B: Lưu Trọng Lư
C: Nguyễn Nhược Pháp 
D: Nguyễn Bính"," **B: Lưu Trọng Lư** 

**Giải thích:**

Lưu Trọng Lư là nhà thơ nổi tiếng với phong cách thơ ""trong sáng"", thể hiện sự tinh tế, uyển chuyển, giàu cảm xúc. 

Cả A, C, D đều là những nhà thơ nổi tiếng nhưng không phải là nhà thơ mà Hoài Thanh thường dùng để chỉ ""hồn thơ trong sáng"". 
",nào trong bài viết “Một thời đại trong thi ca”?,0.054794520139694214
8,"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trong “Một thời đại thi ca”, Hoài Thanh viết: “Đời chúng ta nằm trong một chữ tôi. Mất bề rộng ta đi tìm bề sâu. Nhưng càng đi càng ớn lạnh”. [MASKED]
### Lựa chọn:
A: Thế Lữ 
B: Xuân Diệu
C: Lưu Trọng Lư 
D: Hàn Mặc Tử"," 

**Đáp án: C**

**Lưu Trọng Lư** là nhà thơ Việt Nam nổi tiếng, trong đó câu nói ""Đời chúng ta nằm trong một chữ tôi. Mất bề rộng ta đi tìm bề sâu. Nhưng càng đi càng ớn lạnh"" xuất hiện trong bài thơ ""**Một thời đại thi ca**"". 


 
","là nhận định của Hoài Thanh về hồn thơ của các nhà “Thơ mới” ở giai đoạn thoái trào. Cụm từ “nhưng động tiên đã khép”, ông chỉ nhà thơ nào?",0.08988764137029648
9,"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: “Cầu hiền” ở đây [MASKED]
### Lựa chọn:
A: Người ăn ở hiền lành 
B: Người có tài
C: Người có đức 
D: Người có đức và tài"," **C: Người có đức** 

**Giải thích:**

Câu hỏi này đề cập đến ý nghĩa của từ ""cầu hiền"".  ""Cầu hiền"" là một cách nói ẩn dụ, ám chỉ đến người có đức tính tốt đẹp, hiền lành, có lòng nhân ái. 

* **A: Người ăn ở hiền lành**  là một cách diễn đạt khác, không chính xác.
* **B: Người có tài**  là",hướng tới đối tượng nào?,0.0
