,Question,Answer,Label,rouge_score
0,"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Ngô Thì Nhậm từng làm [MASKED]
### Lựa chọn:
A: Triều Mạc, Lê, Trịnh 
B: Triều Lê, Mạc, Tây Sơn
C: Triều Lê, Trịnh, Tây Sơn 
D: Triều Mạc, Lê, Trịnh, Tây Sơn"," **A: Triều Mạc, Lê, Trịnh** 

**Giải thích:**

Ngô Thì Nhậm là một trong những nhà chính trị gia nổi tiếng của Việt Nam, ông từng nắm giữ các chức vụ quan trọng trong các triều đại:

* **Triều Mạc:** Ông là một trong những người sáng lập triều đại Mạc.
* **Triều Lê:** Ông từng làm quan trong triều đại Lê Sơ.
* **Tri",quan dưới triều đại nào?,0.07594936341047287
1,"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Chiếu cầu hiền ra [MASKED]
### Lựa chọn:
A: Kêu gọi những người theo Nguyễn Ánh ra giúp Tây Sơn 
B: Kêu gọi các Nho sĩ ra giúp nước
C: Kêu gọi những người giỏi võ ra giúp nước 
D: Kêu gọi kẻ sĩ Bắc Hà ra cộng tác với triều đình Tây Sơn"," **C: Kêu gọi những người giỏi võ ra giúp nước** 

**Giải thích:**

Câu hỏi đề cập đến việc ""Chiếu cầu hiền"" là một hành động chính trị, thường được sử dụng để cầu xin sự giúp đỡ từ những người có năng lực và uy tín. Trong câu hỏi, người ta muốn tìm ra người/nhóm người được gọi là ""giỏi võ"" để giúp nước. 

* **A**  là sai vì """,đời với mục đích gì?,0.0
2,"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Chiếu cầu hiền ra đời trong [MASKED]
### Lựa chọn:
A: Khi triều đại Lê – Trịnh sụp đổ 
B: Khi Trịnh Sâm lên ngôi vua
C: Nguyễn Huệ lên ngôi vua 
D: Khi triều đại Tây Sơn sụp đổ"," **A: Khi triều đại Lê – Trịnh sụp đổ** 

**Giải thích:**

* Chiếu cầu hiền là một trong những sáng kiến quan trọng của triều đại Lê - Trịnh. 
* Câu hỏi hỏi về thời điểm chiêu cầu hiền ra đời, nên đáp án A là phù hợp nhất. 


 
",hoàn cảnh đất nước như thế nào?,0.0
3,"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Đáp án không thể hiện đúng [MASKED]
### Lựa chọn:
A: Kẻ sĩ mai danh ẩn tích uổng phí tài năng 
B: Người ra làm quan thì giữ mình không dám nói thẳng
C: Nhiều người có tài năng còn chưa chịu ra giúp nước 
D: Nhiều người ngưỡng mộ tài năng của vua Quang Trung đã ra tiến cử"," **C**

**Giải thích:**

Câu hỏi đề cập đến một ý kiến ​​không đúng, nghĩa là đáp án không thể hiện đúng ý nghĩa của câu. 

* **C** là câu nói về những người có tài năng nhưng lại không ra giúp nước, điều này không phải là ý nghĩa của câu hỏi. 

Cả A, B, D đều có ý nghĩa liên quan đến tài năng và sự ứng dụng của nó. 


",thái độ của sĩ phu Bắc Hà:,0.025641025975346565
4,"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Giá trị nội dung [MASKED]
### Lựa chọn:
A: Tác phẩm là một văn kiện quan trọng thể hiện chủ trương đúng đắn của Nguyễn Huệ nhằm động viên tri thức Bắc Hà tham gia xây dựng đất nước 
B: Tác phẩm là một văn kiện quan trọng thể hiện chủ trương đúng đắn của Ngô Thì Nhậm nhằm động viên tri thức Bắc Hà tham gia xây dựng đất nước
C: Tác phẩm là một văn kiện quan trọng thể hiện chủ trương đúng đắn của Nguyễn Huệ nhằm động viên quân Tây Sơn tham gia xây dựng đất nước 
D: Tác phẩm là một văn kiện quan trọng thể hiện chủ trương đúng đắn của Nguyễn Huệ nhằm động viên quân Bắc Hà đi thi ra làm quan"," **[MASKED]** là **C**. 

**Giải thích:**

* Câu hỏi đề cập đến một văn kiện quan trọng thể hiện chủ trương đúng đắn của Nguyễn Huệ. 
*  Nguyễn Huệ là vua Tây Sơn, và quân Tây Sơn là quân đội của ông. 
*  Văn kiện này có thể là một văn kiện của Nguyễn Huệ, thể hiện chủ trương của ông để động viên quân Tây Sơn tham gia xây dựng đất nước",của Chiếu cầu hiền là:,0.02500000037252903
5,"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Nội dung của đoạn trích “Một thời đại [MASKED]
### Lựa chọn:
A: Các tác phẩm thuộc phong trào Thơ mới. 
B: Tinh thần Thơ mới
C: Chủ nghĩa hiện thực Việt Nam. 
D: Quan điểm nghệ thuật vị nhân sinh"," **B: Tinh thần Thơ mới**"" 

**Giải thích:**

* **Câu hỏi:**  Đoạn trích đề cập đến nội dung chính của một thời đại. 
* **Lựa chọn:**  Câu hỏi yêu cầu chọn nội dung chính của đoạn trích. 
* **Đáp án:**  Cụ thể hơn, đoạn trích đề cập đến ""Tinh thần Thơ mới"" là một khái niệm chính xác và đầy đủ",trong thi ca” bàn đến vấn đề gì?,0.05797101557254791
6,"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: ""Chiếu cầu hiền"" là [MASKED]
### Lựa chọn:
A: Ngô Thì Nhậm 
B: Ngô Thì Sĩ
C: Ngô gia văn phái 
D: Quang Trung"," **B: Ngô Thì Sĩ** 

**Giải thích:**

* **Chiếu cầu hiền** là một trong những câu chuyện nổi tiếng về một vị tướng quân đội thời nhà Lê, Ngô Thì Sĩ. 

Cả A, C đều không đúng. 

* **Ngô Thì Sĩ** là một vị tướng quân đội thời nhà Lê, nổi tiếng với câu chuyện Chiếu cầu hiền. 
* **Quang",của tác giả nào?,0.0
7,"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Câu nào dưới đây nói đúng về [MASKED]
### Lựa chọn:
A: Sinh năm 1915, mất năm 1951. 
B: Sinh năm 1920, mất năm 2002.
C: Sinh năm 1930, mất năm 2008. 
D: Sinh năm 1909, mất năm 1982."," **Albert Einstein** ?

Lựa chọn: **D: Sinh năm 1879, mất năm 1955.** 

**Giải thích:**

Albert Einstein là một nhà vật lý người Đức, nổi tiếng với công trình nghiên cứu về thuyết lượng tử và công thức E=mc². 
",năm sinh và năm mất của Hoài Thanh?,0.1034482792019844
8,"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Hồn thơ “hùng tráng”, Hoài Thanh dùng chỉ nhà thơ [MASKED]
### Lựa chọn:
A: Lưu Trọng Lư 
B: Nguyễn Bính
C: Huy Thông 
D: Nguyễn Nhược Pháp"," **C: Huy Thông** 

**Giải thích:**

Huy Thông là nhà thơ nổi tiếng với phong cách thơ hùng tráng, mạnh mẽ, thể hiện sự kiêu hãnh, tự cường.  
",nào trong bài viết “Một thời đại trong thi ca”?,0.0
9,"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Hồn thơ “kì dị"", Hoài Thanh dùng chỉ nhà thơ [MASKED]
### Lựa chọn:
A: Xuân Diệu 
B: Huy Cận
C: Chế Lan Viên 
D: Hàn Mặc Tử"," **B: Huy Cận** 

**Giải thích:**

* Huy Cận là nhà thơ nổi tiếng với phong cách thơ ""kì dị"", thể hiện sự tinh tế, lãng mạn, đầy bi kịch. 

Cả các nhà thơ khác đều không phù hợp với tiêu chí ""kì dị"" của Hoài Thanh. 
",nào trong bài viết “Một thời đại trong thi ca”,0.0
