,Question,Answer,Label,rouge_score
0,"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
### Câu hỏi: Ngô Thì Nhậm từng làm quan dưới triều đại nào?
### Lựa chọn:
A: [MASKED] 
B: Triều Lê, Mạc, Tây Sơn
C: Triều Lê, Trịnh, Tây Sơn 
D: Triều Mạc, Lê, Trịnh, Tây Sơn","**Triều Nguyễn** 


Vậy câu hỏi hoàn chỉnh là:

### Câu hỏi: Ngô Thì Nhậm từng làm quan dưới triều đại nào?
### Lựa chọn:
A: Triều Nguyễn
B: Triều Lê, Mạc, Tây Sơn
C: Triều Lê, Trịnh, Tây Sơn 
D: Triều Mạc, Lê, Trịnh, Tây Sơn 

","Triều Mạc, Lê, Trịnh",0.2222222238779068
1,"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
### Câu hỏi: Chiếu cầu hiền ra đời với mục đích gì?
### Lựa chọn:
A: [MASKED] 
B: Kêu gọi các Nho sĩ ra giúp nước
C: Kêu gọi những người giỏi võ ra giúp nước 
D: Kêu gọi kẻ sĩ Bắc Hà ra cộng tác với triều đình Tây Sơn","**Kêu gọi các quan lại trung thành với nhà Lê ra giúp nước** 


Chiếu cầu hiền được Nguyễn Huệ (tức Quang Trung) ban hành với mục đích kêu gọi các quan lại trung thành với nhà Lê, những người có tài năng và đức độ, ra giúp nước, xây dựng lại đất nước sau khi nhà Lê suy yếu và bị các thế lực phong kiến chia cắt. 
",Kêu gọi những người theo Nguyễn Ánh ra giúp Tây Sơn,0.1666666716337204
2,"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
### Câu hỏi: Chiếu cầu hiền ra đời trong hoàn cảnh đất nước như thế nào?
### Lựa chọn:
A: Khi triều đại Lê – Trịnh sụp đổ 
B: Khi Trịnh Sâm lên ngôi vua
C: Nguyễn Huệ lên ngôi vua 
D: [MASKED]","**Trong thời kỳ phong kiến suy tàn, nước ta bị chia cắt, nhiều cuộc khởi nghĩa nổ ra**. 


Chiếu cầu hiền ra đời trong bối cảnh đất nước bị chia cắt, phong kiến suy tàn, nhân dân oán hận, nhiều cuộc khởi nghĩa nổ ra. 
",Khi triều đại Tây Sơn sụp đổ,0.0
3,"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
### Câu hỏi: Đáp án không thể hiện đúng thái độ của sĩ phu Bắc Hà:
### Lựa chọn:
A: Kẻ sĩ mai danh ẩn tích uổng phí tài năng 
B: Người ra làm quan thì giữ mình không dám nói thẳng
C: [MASKED] 
D: Nhiều người ngưỡng mộ tài năng của vua Quang Trung đã ra tiến cử","**C:  Phản đối việc vua Quang Trung lên ngôi**

**Giải thích:**

* Sĩ phu Bắc Hà thời Nguyễn được biết đến với lòng yêu nước, mong muốn đất nước thái bình và có một vị vua minh quân. 
*  Lựa chọn A, B thể hiện sự bất mãn của sĩ phu với quan lại tham nhũng, không dám nói thẳng với vua. 
* Lựa chọn D thể hiện sự tôn trọng tài năng của vua",Nhiều người có tài năng còn chưa chịu ra giúp nước,0.06976744532585144
4,"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
### Câu hỏi: Giá trị nội dung của Chiếu cầu hiền là:
### Lựa chọn:
A: Tác phẩm là một văn kiện quan trọng thể hiện chủ trương đúng đắn của Nguyễn Huệ nhằm động viên tri thức Bắc Hà tham gia xây dựng đất nước 
B: [MASKED]
C: Tác phẩm là một văn kiện quan trọng thể hiện chủ trương đúng đắn của Nguyễn Huệ nhằm động viên quân Tây Sơn tham gia xây dựng đất nước 
D: Tác phẩm là một văn kiện quan trọng thể hiện chủ trương đúng đắn của Nguyễn Huệ nhằm động viên quân Bắc Hà đi thi ra làm quan","

**B: Tác phẩm là một văn kiện quan trọng thể hiện chủ trương đúng đắn của Nguyễn Huệ nhằm động viên nhân dân cả nước tham gia xây dựng đất nước**


Chiếu Cầu Hiền là một văn kiện quan trọng của Nguyễn Huệ, được gửi đến các quan lại, sĩ phu, và nhân dân cả nước, kêu gọi họ chung tay xây dựng đất nước. 
",Tác phẩm là một văn kiện quan trọng thể hiện chủ trương đúng đắn của Ngô Thì Nhậm nhằm động viên tri thức Bắc Hà tham gia xây dựng đất nước,0.4571428596973419
5,"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
### Câu hỏi: Nội dung của đoạn trích “Một thời đại trong thi ca” bàn đến vấn đề gì?
### Lựa chọn:
A: Các tác phẩm thuộc phong trào Thơ mới. 
B: Tinh thần Thơ mới
C: Chủ nghĩa hiện thực Việt Nam. 
D: [MASKED]","**D:  Sự hình thành và phát triển của phong trào Thơ mới.**


 
""Một thời đại trong thi ca"" là bài viết của nhà thơ Xuân Diệu,  đánh giá và phân tích về sự ra đời và phát triển của phong trào Thơ mới. 
",Quan điểm nghệ thuật vị nhân sinh,0.0
6,"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
### Câu hỏi: ""Chiếu cầu hiền"" là của tác giả nào?
### Lựa chọn:
A: Ngô Thì Nhậm 
B: Ngô Thì Sĩ
C: Ngô gia văn phái 
D: [MASKED]","**Tản Đà** 


Vậy câu hỏi hoàn chỉnh là:

### Câu hỏi: ""Chiếu cầu hiền"" là của tác giả nào?
### Lựa chọn:
A: Ngô Thì Nhậm 
B: Ngô Thì Sĩ
C: Ngô gia văn phái 
D: **Tản Đà** 
",Quang Trung,0.0
7,"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
### Câu hỏi: Câu nào dưới đây nói đúng về năm sinh và năm mất của Hoài Thanh?
### Lựa chọn:
A: Sinh năm 1915, mất năm 1951. 
B: [MASKED]
C: Sinh năm 1930, mất năm 2008. 
D: Sinh năm 1909, mất năm 1982.","**Sinh năm 1916, mất năm 1951.** 


Dựa vào trí nhớ của mình, năm sinh của Hoài Thanh là 1916 và năm mất là 1951. 
","Sinh năm 1920, mất năm 2002.",0.290909081697464
8,"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
### Câu hỏi: Hồn thơ “hùng tráng”, Hoài Thanh dùng chỉ nhà thơ nào trong bài viết “Một thời đại trong thi ca”?
### Lựa chọn:
A: Lưu Trọng Lư 
B: [MASKED]
C: Huy Thông 
D: Nguyễn Nhược Pháp","**Tế Hanh** 


Hoài Thanh dùng từ ""hùng tráng"" để chỉ hồn thơ của Tế Hanh trong bài viết ""Một thời đại trong thi ca"". 
",Nguyễn Bính,0.0
9,"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
### Câu hỏi: Hồn thơ “kì dị"", Hoài Thanh dùng chỉ nhà thơ nào trong bài viết “Một thời đại trong thi ca”
### Lựa chọn:
A: [MASKED] 
B: Huy Cận
C: Chế Lan Viên 
D: Hàn Mặc Tử","**Tế Hanh** 


Hoài Thanh dùng từ ""hồn thơ kì dị"" để chỉ **Tế Hanh** trong bài viết ""Một thời đại trong thi ca"". 
",Xuân Diệu,0.0
