predict,label,score,Subject,retained
"Ở lại và bảo vệ B, đồng thời báo cáo với cô giáo.",Cùng với A đánh B cho vui.,0.0908999964594841,civic_education,True
Ở lại và cố gắng giúp đỡ thanh niên đó nếu có khả năng hoặc nhờ người lớn giúp.,Đèo em bé đó đến gặp công an.,0.0666999965906143,civic_education,True
Ở lại sau.,Không tôn trọng lẽ phải.,0.0,civic_education,True
"làm giàu bằng chính sức lực, tài năng của mình","Nhiệt tình giúp đỡ mọi người mà không tính toán, không vụ lợi",0.0,civic_education,True
Ứng xử tốt.,Khiêm tốn.,0.0,civic_education,True
Sang nhà hàng xóm khuyên họ tắt máy vì đêm đã khuya nên để mọi người ngủ.,Sang đánh nhà hàng xóm.,0.4444000124931335,civic_education,True
Ảnh hưởng đến quyền riêng tư của người khác.,Tự nhận lỗi về mình,0.0,civic_education,True
"Ở người có lòng, ở nhà có tình",Lời nói không mất tiền mua,0.0,civic_education,True
Ưng lời.,Lòng vị tha.,0.0,civic_education,True
Giữ chữ tín],Liêm khiết.,0.0,civic_education,True
"Ưng lự (hoặc ""quy tắc"", ""quy định"" tùy thuộc vào ngữ cảnh).",Công bằng.,0.0,civic_education,True
Ưu tiên quyền lợi của cá nhân trên cộng đồng.,Giúp cho mọi người tôn trọng nhau hơn.,0.0,civic_education,False
"Ở đâu người, ở đó pháp",Phép vua thua lệ làng,0.0,civic_education,True
Ở đây là C. Giúp cho mọi người tôn trọng nhau hơn.,Giúp cho mọi người gần nhau hơn.,0.5217000246047974,civic_education,False
Ải ức.,Tình đồng chí.,0.0,civic_education,True
"Ưng ý, hiểu biết và thông cảm, đồng cảm sâu sắc với nhau.",Phù hợp với nhau về quan niệm sống.,0.2399999946355819,civic_education,True
"Ở một số trường hợp, tình bạn có thể không cần thiết phải có sự đối xứng.",Bạn bè phải biết bảo vệ nhau trong mọi trường hợp.,0.1289999932050705,civic_education,False
"Ở bên cạnh bạn D, nhắc nhở bạn về việc tuân thủ quy định của trường và không nên vi phạm kỷ luật.",Nói với cô giáo để bạn bị phạt.,0.0588000006973743,civic_education,True
