,Question,Answer,Label,rouge_score
0,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: In what country's context [MASKED]
### Choices:
A: When the Le-Trinh dynasty collapsed 
B: When Trinh Sam ascended the throne
C: Nguyen Hue ascended the throne 
D: When the Tay Son dynasty collapsed"," **did the Tay Son dynasty rise to power**? 


Let me know if you'd like to try another one! 
",was the edict issued?,0.08695652335882187
1,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: The answer does not correctly reflect [MASKED]
### Choices:
A: Scholars who hide their names waste their talents. 
B: Officials keep to themselves and do not dare to speak frankly.
C: Many talented people are still unwilling to help the country. 
D: Many people admired King Quang Trung's talent and recommended him."," **C: Many talented people are still unwilling to help the country.** 


Here's why:

* The sentence structure implies a contrast or disagreement.  

* Options A, B, and D all present statements that could be argued against or disagreed with. Option C is a general statement that doesn't lend itself to a direct ""correct"" or ""incorrect"" answer. 


Let me know if you'd like to explore other sentence structures or topics for your multiple-choice",the attitude of the Northern scholars:,0.02500000037252903
2,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: What does the excerpt [MASKED]
### Choices:
A: Works of the New Poetry movement. 
B: Spirit of New Poetry
C: Vietnamese realism. 
D: Art for humanity"," **illustrate**? 


Here's why this works:

* **Illustrate** is a common word used to describe how something (like an excerpt) shows or represents something else. 
* The other options are less fitting as they don't directly relate to the concept of showing or representing. 


Let me know if you'd like to try another one!
","""An era in poetry"" discuss?",0.0
3,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: The poetic soul ""heroic"", Hoai Thanh used to refer [MASKED]
### Choices:
A: Luu Trong Lu 
B: Nguyen Binh
C: Huy Thong 
D: Nguyen Nhuoc Phap"," **C: Huy Thong**. 


Hoai Thanh was a Vietnamese poet who often used the term ""heroic"" to describe the poetic soul of Huy Thong, a fellow poet known for his patriotic and passionate verses. 
","to which poet in the article ""An era in poetry""?",0.08888889104127884
4,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: ""Strange"" poetic soul, Hoai Thanh used to refer to [MASKED]
### Choices:
A: Xuan Dieu 
B: Huy Can
C: Che Lan Vien 
D: Han Mac Tu"," **B: Huy Can**. 


Hoai Thanh was known for his unique and sometimes unconventional style, and he often used the term ""strange poetic soul"" to describe Huy Can, another poet who shared a similar sensibility. 
","which poet in the article ""An era in poetry""",0.04545454680919647
5,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: In what method is the [MASKED]
### Choices:
A: Discussion 
B: Narrative
C: Expression 
D: Politics"," **message** conveyed? 


Let me know if you'd like to try another one! 
","excerpt ""I have a dream"" written?",0.0
6,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: The phrase ""rustic"" poetry, Hoai Thanh used to refer [MASKED]
### Choices:
A: Nguyen Nhuoc Phap 
B: Nguyen Binh
C: Luu Trong Lu 
D: To Huu"," **to the poetry of Nguyen Nhuoc Phap**. 

So the answer is **A: Nguyen Nhuoc Phap**. 


Let me know if you'd like to try another one! 
","to which poet in the article ""An era in poetry""",0.15000000596046448
7,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: The word ""pure"" in poetry, Hoai Thanh used to refer [MASKED]
### Choices:
A: The Lu 
B: Luu Trong Lu
C: Nguyen Nhuoc Phap 
D: Nguyen Binh"," **A: The Lu**. 


Hoai Thanh was a prominent Vietnamese poet known for his use of the term ""pure"" (tinh khiet) to describe the style and essence of The Lu, a collection of poems by the ancient Vietnamese poet Nguyen Du. 
","to which poet in the article ""An era in poetry""?",0.07407407462596893
8,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: In “A Poetic Era”, Hoai Thanh wrote: “Our life lies in the word I. Losing breadth, we seek depth. But the further we go, the colder we feel”. This is [MASKED]
### Choices:
A: The Lu 
B: Xuan Dieu
C: Luu Trong Lu 
D: Han Mac Tu"," **A: The Lu**. 


Let me know if you'd like to try another one!
","Hoai Thanh’s assessment of the poetic soul of the “New Poetry” writers in the declining period. The phrase “but the fairy cave has closed”, which poet does he refer to?",0.08695652335882187
9,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: Who is the ""seeking [MASKED]
### Choices:
A: Good-natured person 
B: Talented person
C: virtuous person 
D: A person of virtue and talent"," **D: A person of virtue and talent**""? 


This completes the sentence and provides a logical and meaningful multiple choice question. 
","the wise"" aimed at here?",0.0
10,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: Who is the author of [MASKED]
### Choices:
A: Alexander Sergeyevich Pushkin 
B: Martin Luther King
C: Rabindranath Tagore 
D: Victor Hugo"," **Crime and Punishment**?

### Choices:
A: Alexander Sergeyevich Pushkin 
B: Martin Luther King
C: Rabindranath Tagore 
D: Victor Hugo 


Let me know if you'd like to try another one! 
","the excerpt ""I have a dream""?",0.0476190485060215
11,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: What does the sentence ""The appearance of a wise man [MASKED]
### Choices:
A: Northern talents are as numerous as the stars in the sky. 
B: The virtuous people who followed Quang Trung were as numerous as the stars in the sky.
C: Good people in Bac Ha are very rare. 
D: Compare talented people to stars. Emphasize the position and role of talented people."," [MASKED]""  **most likely**  mean?

**The best answer here is D: Compare talented people to stars. Emphasize the position and role of talented people.**

Here's why:

* **The sentence structure:**  The phrase ""[MASKED]"" suggests a comparison or analogy is intended. 

* **Context:**  The sentence likely aims to highlight the rarity and importance of wise people, similar to how stars stand out in the night sky.


Let me","in life is like a bright star in the sky"" convey?",0.1315789520740509
12,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: The excerpt “I have [MASKED]
### Choices:
A: Breakfast with diamonds 
B: Our Man in Havana
C: Walk to Freedom, The Montgomery Story 
D: A bear named Paddington, with illustrations by Peggy Fortnum"," **[MASKED]**” is most likely from the autobiography **C: Walk to Freedom, The Montgomery Story**. 


Here's why:

* **Walk to Freedom** is the autobiography of Nelson Mandela.  The phrase ""I have"" is a common way to start a personal narrative, fitting for an autobiography.

Let me know if you'd like to try another one! 

",a dream” is in:,0.03333333507180214
13,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: Who did the first [MASKED]
### Choices:
A: Miss Manh Manh 
B: Nguyen Thi Binh
C: Truong My Hoa 
D: Ho Xuan Huong"," **woman**  


Here's why:

* **The sentence needs a noun that makes sense in the context.**  ""First"" implies a pioneering achievement, and ""woman"" fits that context well. 

Let me know if you'd like to explore other possible completions or create more multiple-choice questions! 
",female reporter write about?,0.0
14,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: Mrs. Kiem began [MASKED]
### Choices:
A: Famous for his speeches, writings on gender equality and new poetry 
B: Write poetry
C: Write an article to support new poetry 
D: Write"," **writing** 


Here's why:

* **The sentence needs a verb:**  The sentence is incomplete without an action. 
* **Choice D is the simplest and most grammatically correct:**  ""Write"" is the base form of the verb and fits the structure of the sentence.

Let me know if you'd like to try another one!
",to become famous when:,0.0
15,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: What is [MASKED]
### Choices:
A: Verse 
B: Speech
C: Interview 
D: Criticize"," **Poetry** 


Here's why:

* **Poetry** is a common and fitting word to fill the blank, making it a good multiple-choice question. 

Let me know if you'd like to try another one! 
",Mrs. Kiem's forte?,0.05263157933950424
16,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: At the 2020 Tokyo [MASKED]
### Choices:
A: Valve Gate 
B: Henry
C: Hanry 
D: Xnai – do"," **Olympics**, 


Let me know if you'd like to try another one! 
","Paralympics, the best athletes were:",0.095238097012043
17,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: Artificial Intelligence text [MASKED]
### Choices:
A: Future Files: A Brief History of the Next 50 Years 
B: Digital and humans: how we will live, love and think in the future
C: 50 ideas about the future 
D: Future intelligence: how the information age has changed our minds, why, and what can we do about it?"," **generates** 


Here's why this works:

* **Completes the Meaning:** The sentence now reads ""Artificial Intelligence text generates..."" which sets up a question about the output or function of AI.
* **Fits the Choices:**  All the answer choices relate to the future and how AI might impact it, making them relevant to the question. 


Let me know if you'd like to try another one! 
",is excerpted from:,0.0
18,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: The first sports race for [MASKED]
### Choices:
A: Japan 
B: Older brother
C: St. Mendeville Hospital 
D: America"," **A: Japan** 


Here's why:

* **The question implies a historical event.**  It asks about the ""first"" sports race.
* **Options B, C, and D don't make sense in this context.**  You wouldn't have a sports race for a person or a hospital. 


Let me know if you'd like to try another one! 
",WWII veterans was held at:,0.0
